"Abbrev","Full Title","Trnsl. Title","Publ.","Relat. Jrl.","ISSN","New","High Density","Book Ser","Video Ser","Bibl. Jrl."
"Ann. Acad. Sci. Fenn. Math. Diss.","Academiae Scientiarum Fennicae. Annales. Mathematica. Dissertationes","","Acad. Sci. Fennica, Helsinki.","","1239-6303","N","Y","N","N","N"
"Ann. Appl. Probab.","The Annals of Applied Probability","","Inst. Math. Statist., Bethesda, MD.","","1050-5164","N","Y","N","N","N"
"Ann. Appl. Stat.","The Annals of Applied Statistics","","Inst. Math. Statist., Beachwood, OH.","","1932-6157","N","Y","N","N","N"
"Ann. Comb.","Annals of Combinatorics","","Birkhauser, Basel.","","0218-0006","N","Y","N","N","N"
"Ann. Differential Equations","Annals of Differential Equations. Weifen Fangcheng Niankan","","Fuzhou Univ., Fuzhou.","","1002-0942","N","Y","N","N","N"
"Ann. Fac. Sci. Toulouse Math. (6)","Annales de la Faculte des Sciences de Toulouse. Mathematiques. Serie 6","","Univ. Paul Sabatier, Toulouse.","","0240-2963","N","Y","N","N","N"
"Ann. Fond. Louis de Broglie","Fondation Louis de Broglie. Annales","","Fond. Louis de Broglie, Paris.","","0182-4295","N","N","N","N","N"
"Ann. Funct. Anal.","Annals of Functional Analysis","","Tusi Math. Res. Group (TMRG), Mashhad.","","2008-8752","Y","Y","N","N","N"
"Ann. Fuzzy Math. Inform.","Annals of Fuzzy Mathematics and Informatics","","Kyung Moon Sa, Seoul.","","2093-9310","Y","N","N","N","N"
"Ann. Global Anal. Geom.","Annals of Global Analysis and Geometry","","Springer, Dordrecht.","","0232-704X","N","Y","N","N","N"
"Ann. Henri Poincare","Annales Henri Poincare. A Journal of Theoretical and Mathematical Physics","","Birkhauser, Basel.","","1424-0637","N","N","N","N","N"
"Ann. I.S.U.P.","Annales de l'I.S.U.P.","","Univ. Paris, Inst. Stat., Paris.","","","N","N","N","N","N"
"Ann. Inf. Syst.","Annals of Information Systems","","Springer, New York.","","1934-3221","N","N","Y","N","N"
"Ann. Inst. Fourier (Grenoble)","Universite de Grenoble. Annales de l'Institut Fourier","","Univ. Grenoble I, Saint-Martin-d'Heres.","","0373-0956","N","Y","N","N","N"
"Ann. Inst. H. Poincare Anal. Non Lineaire","Annales de l'Institut Henri Poincare. Analyse Non Lineaire","","Elsevier Sci. B. V., Amsterdam.","","0294-1449","N","Y","N","N","N"
"Ann. Inst. Henri Poincare Probab. Stat.","Annales de l'Institut Henri Poincare Probabilites et Statistiques","","Inst. Henri Poincare, Paris.","","0246-0203","N","Y","N","N","N"
"Ann. Inst. Statist. Math.","Annals of the Institute of Statistical Mathematics","","Springer, Dordrecht.","","0020-3157","N","N","N","N","N"
"Ann. Internat. Soc. Dynam. Games","Annals of the International Society of Dynamic Games","","Birkhauser/Springer, New York.","","","N","N","Y","N","N"
"Ann. Japan Assoc. Philos. Sci.","Annals of the Japan Association for Philosophy of Science","","Japan Assoc. Philos. Sci., Tokyo.","","0453-0691","N","N","N","N","N"
"Ann. Mat. Pura Appl. (4)","Annali di Matematica Pura ed Applicata. Series IV","","Springer, Berlin.","","0373-3114","N","Y","N","N","N"
"Ann. Math. Artif. Intell.","Annals of Mathematics and Artificial Intelligence","","Springer, Dordrecht.","","1012-2443","N","N","N","N","N"
"Ann. Math. Blaise Pascal","Annales Mathematiques Blaise Pascal","","Univ. Blaise Pascal, Lab. Math. Pures Appl., Aubiere.","","1259-1734","N","Y","N","N","N"
"Ann. Math. Inform.","Annales Mathematicae et Informaticae. International Journal for Mathematics and Computer Science","","Eszterhazy Karoly Coll., Eger.","","1787-5021","N","Y","N","N","N"
"Ann. Math. Sil.","Annales Mathematicae Silesianae","","Wydawn. Uniw. Slaskiego, Katowice.","","0860-2107","N","Y","N","N","N"
"Ann. of Math. (2)","Annals of Mathematics. Second Series","","Princeton Univ. Press, Princeton, NJ.","","0003-486X","N","Y","N","N","N"
"Ann. of Math. Stud.","Annals of Mathematics Studies","","Princeton Univ. Press, Princeton, NJ.","","","N","N","Y","N","N"
"Ann. of Sci.","Annals of Science","","Taylor & Francis, Abingdon.","","0003-3790","N","N","N","N","N"
"Ann. Oper. Res.","Annals of Operations Research","","Springer, Dordrecht.","","0254-5330","N","N","N","N","N"
"Ann. Phys.","Annalen der Physik","","WILEY-VCH, Weinheim.","","0003-3804","N","N","N","N","N"
"Ann. Physics","Annals of Physics","","Elsevier, Inc., Amsterdam.","","0003-4916","N","N","N","N","N"
"Ann. Polon. Math.","Annales Polonici Mathematici","","Polish Acad. Sci. Inst. Math., Warsaw.","","0066-2216","N","Y","N","N","N"
"Ann. Probab.","The Annals of Probability","","Inst. Math. Statist., Bethesda, MD.","","0091-1798","N","Y","N","N","N"
"Ann. Pure Appl. Logic","Annals of Pure and Applied Logic","","Elsevier, Inc., Amsterdam.","","0168-0072","N","Y","N","N","N"
"Ann. Sc. Norm. Super. Pisa Cl. Sci. (5)","Annali della Scuola Normale Superiore di Pisa. Classe di Scienze. Serie V","","Scuola Norm. Sup., Pisa.","","0391-173X","N","Y","N","N","N"
"Ann. Sci. Ec. Norm. Super. (4)","Annales Scientifiques de l'Ecole Normale Superieure. Quatrieme Serie","","Soc. Math. France, Paris.","","0012-9593","N","Y","N","N","N"
"Ann. Sci. Math. Quebec","Annales des Sciences Mathematiques du Quebec","","Groupe Cherch. Sci. Math., Montreal, QC.","","0707-9109","N","Y","N","N","N"
"Ann. Statist.","The Annals of Statistics","","Inst. Math. Statist., Bethesda, MD.","","0090-5364","N","Y","N","N","N"
"Ann. Tiberiu Popoviciu Semin. Funct. Equ. Approx. Convexity","Annals of the Tiberiu Popoviciu Seminar of Functional Equations, Approximation and Convexity","","Mediamira Sci. Publ., Cluj-Napoca.","","1584-4536","N","N","N","N","N"
"Ann. Univ. Buchar. Math. Ser.","Annals of the University of Bucharest. Mathematical Series","","Univ. Bucharest, Fac. Math. Comput. Sci., Bucharest.","Formerly An. Univ. Bucuresti Mat.","2067-9009","Y","Y","N","N","N"
"Ann. Univ. Ferrara Sez. VII Sci. Mat.","Annali dell'Universita di Ferrara. Sezione VII. Scienze Matematiche","","Springer Italia, Milan.","","0430-3202","N","Y","N","N","N"
"Ann. Univ. Mariae Curie-Sklodowska Sect. A","Annales Universitatis Mariae Curie-Sklodowska. Sectio A. Mathematica","","Versita, Warsaw.","","0365-1029","N","Y","N","N","N"
"Ann. Univ. Mariae Curie-Sklodowska Sect. AI Inform.","Annales Universitatis Mariae Curie-Sklodowska. Sectio AI. Informatica","","Uniw. Marii Curie-Sklodowskiej, Lublin.","","1732-1360","N","N","N","N","N"
"Ann. Univ. Paedagog. Crac. Stud. Math.","Annales Universitatis Paedagogicae Cracoviensis. Studia Mathematica","","Wydawn. Nauk. Uniw. Pedagog., Krakow.","","1689-9903","N","N","N","N","N"
"Ann. Univ. Sci. Budapest. Eotvos Sect. Math.","Annales Universitatis Scientiarum Budapestinensis de Rolando Eotvos Nominatae. Sectio Mathematica","","Eotvos Lorand Univ., Budapest.","","0524-9007","N","Y","N","N","N"
"Ann. Univ. Sci. Budapest. Sect. Comput.","Annales Universitatis Scientiarum Budapestinensis de Rolando Eotvos Nominatae. Sectio Computatorica","","Eotvos Lorand Univ., Budapest.","","0138-9491","N","Y","N","N","N"
"Anneli Lax New Math. Libr.","Anneli Lax New Mathematical Library","","Math. Assoc. America, Washington, DC.","","","N","N","Y","N","N"
"Annu. Rev. Fluid Mech.","Annual Review of Fluid Mechanics","","Annual Reviews, Palo Alto, CA.","","0066-4189","N","N","Y","N","N"
"Annuaire Univ. Sofia Fac. Math. Inform.","Godishnik na Sofiiskiya Universitet ``Sv. Kliment Okhridski''. Fakultet po Matematika i Informatika. Annuaire de l'Universite de Sofia ``St. Kliment Ohridski''. Faculte de Mathematiques et Informatique","","Presses Univ. ``St. Kliment Ohridski'', Sofia.","","0205-0808","N","N","N","N","N"
"Antarct. J. Math.","Antarctica Journal of Mathematics","","M. Nagajyothi, Guntur.","","0972-8643","N","N","N","N","N"
"Antiq. Math.","Antiquitates Mathematicae. Roczniki Polskiego Towarzystwa Matematycznego. Seria VI","","Polsk. Tow. Mat., Warsaw.","","1898-5203","N","N","N","N","N"
"Anz. Osterreich. Akad. Wiss. Math.-Natur. Kl.","Osterreichische Akademie der Wissenschaften. Mathematisch-Naturwissenschaftliche Klasse. Anzeiger","","Osterreich. Akad. Wissensch., Vienna.","","","N","N","N","N","N"
"ANZIAM J.","The ANZIAM Journal. The Australian & New Zealand Industrial and Applied Mathematics Journal","","Austral. Math. Soc., Canberra.","Split into ANZIAM J. and ANZIAM J. Electron. Suppl.","1446-1811","N","Y","N","N","N"
"ANZIAM J.","The ANZIAM Journal. The Australian & New Zealand Industrial and Applied Mathematics Journal","","Cambridge Univ. Press, Cambridge.","Split from ANZIAM J.","1446-1811","N","Y","N","N","N"
"ANZIAM J. Electron. Suppl.","ANZIAM Journal. Electronic Supplement","","Austral. Math. Soc., Canberra.","Split from ANZIAM J.","1446-8735","Y","Y","N","N","N"
"Aportaciones Mat.","Aportaciones Matematicas","Mathematical Contributions","Soc. Mat. Mexicana, Mexico.","","","N","N","Y","N","N"
"Aportaciones Mat. Comun.","Aportaciones Matematicas: Comunicaciones","Mathematical Contributions: Communications","Soc. Mat. Mexicana, Mexico.","","1870-2112","N","N","Y","N","N"
"Aportaciones Mat. Investig.","Aportaciones Matematicas: Investigacion","Mathematical Contributions: Research","Soc. Mat. Mexicana, Mexico.","","","N","N","Y","N","N"
"Aportaciones Mat. Textos","Aportaciones Matematicas: Textos","Mathematical Contributions: Texts","Soc. Mat. Mexicana, Mexico.","","","N","N","Y","N","N"
"Appl. Algebra Engrg. Comm. Comput.","Applicable Algebra in Engineering, Communication and Computing","","Springer, Heidelberg.","","0938-1279","N","Y","N","N","N"
"Appl. Anal.","Applicable Analysis. An International Journal","","Taylor & Francis, Abingdon.","","0003-6811","N","Y","N","N","N"
"Appl. Anal. Discrete Math.","Applicable Analysis and Discrete Mathematics","","Univ. Belgrade, Belgrade.","","1452-8630","N","Y","N","N","N"
"Appl. Appl. Math.","Applications and Applied Mathematics. An International Journal","","Prairie View A & M Univ., Prairie View, TX.","","1932-9466","N","Y","N","N","N"
"Appl. Categ. Structures","Applied Categorical Structures. A Journal Devoted to Applications of Categorical Methods in Algebra, Analysis, Order, Topology and Computer Science","","Springer, Dordrecht.","","0927-2852","N","Y","N","N","N"
"Appl. Comput. Harmon. Anal.","Applied and Computational Harmonic Analysis. Time-Frequency and Time-Scale Analysis, Wavelets, Numerical Algorithms, and Applications","","Elsevier, Inc., Amsterdam.","","1063-5203","N","Y","N","N","N"
"Appl. Comput. Math.","Applied and Computational Mathematics. An International Journal","","Azerb. State Econ. Univ., Baku.","","1683-3511","N","Y","N","N","N"
"Appl. Gen. Topol.","Applied General Topology","","Univ. Politec. Valencia, Valencia.","","1576-9402","N","Y","N","N","N"
"Appl. Log. Ser.","Applied Logic Series","","Springer, New York.","","","N","N","Y","N","N"
"Appl. Math.","Applying Mathematics","","A K Peters, Natick, MA.","","","N","N","Y","N","N"
"Appl. Math.","Applications of Mathematics","","Acad. Sci. Czech Repub. Inst. Math., Prague.","","0862-7940","N","Y","N","N","N"
"Appl. Math. Comput.","Applied Mathematics and Computation","","Elsevier, Inc., New York.","","0096-3003","N","Y","N","N","N"
"Appl. Math. E-Notes","Applied Mathematics E-Notes","","Appl. Math. E-Notes, Hsinchu.","","1607-2510","N","Y","N","N","N"
"Appl. Math. Finance","Applied Mathematical Finance","","Routledge Journals, Taylor & Francis, Ltd., Abingdon.","","1350-486X","N","N","N","N","N"
"Appl. Math. Inf. Sci.","Applied Mathematics & Information Sciences. An International Journal","","Dixie W Publishing Corporation, Montgomery, AL.","Continued as Appl. Math. Inf. Sci.","1935-0090","N","Y","N","N","N"
"Appl. Math. Inf. Sci.","Applied Mathematics & Information Sciences","","Natural Sciences Publishing Co., [s.l.].","Formerly Appl. Math. Inf. Sci.","1935-0090","Y","Y","N","N","N"
"Appl. Math. Inform. Mech.","Applied Mathematics, Informatics and Mechanics","","Tbilisi Univ. Press, Tbilisi.","","1512-0074","N","N","N","N","N"
"Appl. Math. (Irvine)","Applied Mathematics (Irvine)","","Sci. Res. Publ., Irvine, CA.","","2152-7385","Y","N","N","N","N"
"Appl. Math. J. Chinese Univ. Ser. A","Applied Mathematics. A Journal of Chinese Universities. Series A. Gaoxiao Yingyong Shuxue Xuebao","","Appl. Math. J. Chinese Univ., Editor. Comm., Hangzhou.","See also Appl. Math. J. Chinese Univ. Ser. B","1000-4424","N","Y","N","N","N"
"Appl. Math. J. Chinese Univ. Ser. B","Applied Mathematics. A Journal of Chinese Universities. Ser. B","","Appl. Math. J. Chinese Univ., Editor. Comm., Hangzhou.","See also Appl. Math. J. Chinese Univ. Ser. A","1005-1031","N","Y","N","N","N"
"Appl. Math. Lett.","Applied Mathematics Letters. An International Journal of Rapid Publication","","Elsevier Ltd, Oxford.","","0893-9659","N","N","N","N","N"
"Appl. Math. Mech. (English Ed.)","Applied Mathematics and Mechanics. English Edition","","Shanghai Univ., Shanghai.","","0253-4827","N","N","N","N","N"
"Appl. Math. Model.","Applied Mathematical Modelling. Simulation and Computation for Engineering and Environmental Systems","","Elsevier, Inc., Amsterdam.","","0307-904X","N","N","N","N","N"
"Appl. Math. Optim.","Applied Mathematics and Optimization. An International Journal with Applications to Stochastics","","Springer, New York.","","0095-4616","N","Y","N","N","N"
"Appl. Math. Res. Express. AMRX","Applied Mathematics Research Express. AMRX","","Oxford Univ. Press, Cary, NC.","","1687-1200","N","Y","N","N","N"
"Appl. Math. Sci.","Applied Mathematical Sciences","","Springer, Berlin.","","0066-5452","N","N","Y","N","N"
"Appl. Math. Sci. (Ruse)","Applied Mathematical Sciences","","Hikari, Ruse.","","1312-885X","N","Y","N","N","N"
"Appl. Math. (Warsaw)","Applicationes Mathematicae","","Polish Acad. Sci. Inst. Math., Warsaw.","","1233-7234","N","Y","N","N","N"
"Appl. Numer. Harmon. Anal.","Applied and Numerical Harmonic Analysis","","Birkhauser/Springer, New York.","","","N","N","Y","N","N"
"Appl. Numer. Math.","Applied Numerical Mathematics. An IMACS Journal","","Elsevier, Amsterdam.","","0168-9274","N","N","N","N","N"
"Appl. Optim.","Applied Optimization","","Springer, New York.","","","N","N","Y","N","N"
"Appl. Probab. Index","Applied Probability. Complete Author and Subject Index: Journal of Applied Probability and Advances in Applied Probability","","Appl. Probab. Trust, Sheffield.","","","N","N","N","N","N"
"Appl. Sci.","APPS. Applied Sciences","","Balkan Soc. Geometers, Bucharest.","","1454-5101","N","N","N","N","N"
"Appl. Sci. Monogr.","Applied Sciences. Monographs","","Geom. Balkan Press, Bucharest.","","","N","N","Y","N","N"
"Appl. Stoch. Methods Ser.","Applied Stochastic Methods Series","","ISTE, London.","","","N","N","Y","N","N"
"Appl. Stoch. Models Bus. Ind.","Applied Stochastic Models in Business and Industry","","Wiley, Chichester.","","1524-1904","N","N","N","N","N"
"Appunti. Sc. Norm. Super. Pisa (N. S.)","Appunti. Scuola Normale Superiore di Pisa (Nuova Serie)","Lecture Notes. Scuola Normale Superiore di Pisa (New Series)","Ed. Norm., Pisa.","","","N","N","Y","N","N"
"Arab J. Math. Sci.","Arab Journal of Mathematical Sciences","","Saudi Assoc. Math. Sci., Riyadh.","","1319-5166","N","Y","N","N","N"
"Arab. J. Sci. Eng.","Arabian Journal for Science and Engineering","","Springer, Berlin.","Merged from Arab. J. Sci. Eng. ASJE. Math., Arab. J. Sci. Eng. Sect. A Sci. and Arab. J. Sci. Eng. Sect. B Eng.","1319-8025","Y","N","N","N","N"
"Arab. J. Sci. Eng. ASJE. Math.","Arabian Journal for Science and Engineering. AJSE. Mathematics","","King Fahd Univ. Petroleum Minerals, Dhahran.","Merged into Arab. J. Sci. Eng.","1319-8025","Y","Y","N","N","N"
"Arab. J. Sci. Eng. Sect. A Sci.","The Arabian Journal for Science and Engineering. Section A. Science","","King Fahd Univ. Petroleum Minerals, Dhahran.","Merged into Arab. J. Sci. Eng.","1319-8025","N","N","N","N","N"
"Arab. J. Sci. Eng. Sect. B Eng.","The Arabian Journal for Science and Engineering. Section B. Engineering","","King Fahd Univ. Petroleum Minerals, Dhahran.","Merged into Arab. J. Sci. Eng.","1319-8025","N","N","N","N","N"
"Arab. J. Sci. Eng. Sect. C Theme Issues","The Arabian Journal for Science and Engineering. Section C. Theme Issues","","King Fahd Univ. Petroleum Minerals, Dhahran.","","1319-8025","N","N","N","N","N"
"Arabic Sci. Philos.","Arabic Sciences and Philosophy. A Historical Journal","","Cambridge Univ. Press, Cambridge.","","0957-4239","N","N","N","N","N"
"Arch. Comput. Methods Eng.","Archives of Computational Methods in Engineering. State of the Art Reviews","","Springer, Dordrecht.","","1134-3060","N","N","N","N","N"
"Arch. Contol. Sci.","Archives of Control Sciences. Polish Academy of Sciences. Committee of Automatic Control and Robotics","","Silesian Univ. Tech., Gliwice.","","1230-2384","N","N","N","N","N"
"Arch. Hist. Exact Sci.","Archive for History of Exact Sciences","","Springer, Berlin.","","0003-9519","N","Y","N","N","N"
"Arch. Inequal. Appl.","Archives of Inequalities and Applications. An International Journal for Theory and Applications","","Dynamic, Atlanta, GA.","","1542-6149","N","Y","N","N","N"
"Arch. Math. (Basel)","Archiv der Mathematik","","Birkhauser, Basel.","","0003-889X","N","Y","N","N","N"
"Arch. Math. (Brno)","Universitatis Masarykianae Brunensis. Facultas Scientiarum Naturalium. Archivum Mathematicum","","Masaryk Univ., Brno.","","0044-8753","N","Y","N","N","N"
"Arch. Math. Logic","Archive for Mathematical Logic","","Springer, Berlin.","","0933-5846","N","Y","N","N","N"
"Arch. Mech. (Arch. Mech. Stos.)","Polish Academy of Sciences. Institute of Fundamental Technological Research. Archives of Mechanics (Archiwum Mechaniki Stosowanej)","","Polish Acad. Sci. Inst. Fundam. Technol. Res., Warsaw.","","0373-2029","N","N","N","N","N"
"Arch. Ration. Mech. Anal.","Archive for Rational Mechanics and Analysis","","Springer, Heidelberg.","","0003-9527","N","Y","N","N","N"
"Archimedes","Archimedes: New Studies in the History and Philosophy of Science and Technology","","Springer, Berlin.","","1385-0180","N","N","Y","N","N"
"ARIMA Rev. Afr. Rech. Inform. Math. Appl.","ARIMA. Revue Africaine de la Recherche en Informatique et Mathematiques Appliquees","","INRIA, Le Chesnay.","","1638-5713","N","N","N","N","N"
